ad_id,campaign_name,ad_date,location,device,keyword,impressions,clicks,leads,conversions,conversion_rate,cost_amount,sale_amount
A1410,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,analytics for data,5971.0,95.0,29.0,10.0,0.105,214.57,1539.0
A1411,data analytics course,2024-11-23 00:00:00,hyderabad,desktop,data analytics course,5160.0,163.0,19.0,4.0,0.025,184.84,1773.0
A1412,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,online data analytic,5947.0,148.0,12.0,4.0,0.027,212.38,1294.0
A1413,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,learn data analytics,4150.0,156.0,20.0,10.0,0.064,223.17,1940.0
A1414,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,online data analytic,4040.0,99.0,13.0,5.0,0.051,205.498,1502.0
A1415,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,data analitics online,5956.0,124.0,12.0,9.0,0.073,201.44,1598.0
A1416,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,data anaytics training,4769.0,138.0,27.0,8.0,0.058,229.44,1556.0
A1417,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,data analytics course,3822.0,140.0,30.0,10.0,0.071,241.68,1138.0
A1418,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data analytics course,3147.0,81.0,30.0,9.0,0.111,232.2,1066.0
A1419,data analytics course,2024-11-11 00:00:00,hyderabad,tablet,data anaytics training,4613.0,165.0,19.0,3.0,0.018,246.72,1055.0
A1420,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,data analitics online,4919.0,193.0,19.0,4.0,0.021,247.24,1933.0
A1421,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,online data analytic,5205.0,149.0,20.0,4.0,0.027,218.42,1070.0
A1422,data analytics course,2024-11-19 00:00:00,hyderabad,mobile,data analitics online,3497.0,81.0,11.0,6.0,0.074,226.66,1047.0
A1423,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,data analitics online,4057.0,153.0,23.0,5.0,0.033,197.54,1926.0
A1424,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,data analitics online,5018.0,127.0,17.0,8.0,0.063,194.25,1350.0
A1425,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data anaytics training,4012.0,99.0,14.0,4.0,0.04,220.76,1698.0
A1426,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,learn data analytics,3013.0,104.0,12.0,3.0,0.029,204.07,1016.0
A1427,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,learn data analytics,3824.0,118.0,16.0,5.0,0.042,184.8,1818.0
A1428,data analytics course,2024-11-30 00:00:00,hyderabad,mobile,online data analytic,5000.0,148.0,11.0,3.0,0.02,224.41,1491.0
A1429,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,data anaytics training,3804.0,88.0,10.0,8.0,0.091,249.2,1044.0
A1430,data analytics course,2024-11-20 00:00:00,hyderabad,tablet,data analitics online,3791.0,142.0,23.0,4.0,0.028,207.86,1073.0
A1431,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,learn data analytics,5198.0,127.0,26.0,6.0,0.047,242.56,1872.0
A1432,data analytics course,2024-11-03 00:00:00,hyderabad,mobile,data analytics course,5329.0,117.0,14.0,5.0,0.043,212.49,1888.0
A1433,data analytics course,2024-11-23 00:00:00,hyderabad,desktop,online data analytic,5435.0,125.0,25.0,5.0,0.04,202.65,1767.0
A1434,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,learn data analytics,4977.0,92.0,26.0,3.0,0.033,209.78,1834.0
A1435,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,data analytics course,3850.0,112.0,14.0,8.0,0.071,233.52,1760.0
A1436,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,data analytics course,5976.0,144.0,13.0,9.0,0.062,197.65,1743.0
A1437,data analytics course,2024-11-09 00:00:00,hyderabad,mobile,learn data analytics,4693.0,103.0,14.0,10.0,0.097,218.67,1390.0
A1438,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,learn data analytics,4367.0,117.0,24.0,3.0,0.026,233.27,1238.0
A1439,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,analytics for data,5481.0,100.0,14.0,7.0,0.07,180.72,1185.0
A1440,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,online data analytic,4109.0,179.0,19.0,4.0,0.022,191.84,1961.0
A1441,data analytics course,2024-11-05 00:00:00,hyderabad,desktop,data analytics course,3887.0,180.0,18.0,6.0,0.033,186.26,1048.0
A1442,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,data anaytics training,4633.0,146.0,26.0,3.0,0.021,186.07,1053.0
A1443,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,learn data analytics,5353.0,124.0,13.0,4.0,0.032,239.69,1493.0
A1444,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,data anaytics training,5380.0,169.0,27.0,6.0,0.036,199.66,1059.0
A1445,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,data analytics course,5104.0,91.0,29.0,9.0,0.099,211.85,1309.0
A1446,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,online data analytic,4684.0,145.0,24.0,8.0,0.055,236.03,1220.0
A1447,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,data analytics course,4345.0,115.0,15.0,4.0,0.035,229.71,1467.0
A1448,data analytics course,2024-11-04 00:00:00,hyderabad,tablet,analytics for data,3527.0,123.0,21.0,3.0,0.024,239.31,1536.0
A1449,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,data anaytics training,3330.0,101.0,19.0,10.0,0.099,209.8,1296.0
A1450,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,analytics for data,3913.0,141.0,21.0,3.0,0.021,245.32,1904.0
A1451,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,data anaytics training,4597.0,160.0,21.0,4.0,0.025,211.88,1597.6
A1452,data analytics course,2024-11-10 00:00:00,hyderabad,desktop,online data analytic,3008.0,105.0,21.0,4.0,0.038,206.91,1009.0
A1453,data analytics course,2024-11-20 00:00:00,hyderabad,desktop,data analitics online,5318.0,178.0,18.0,4.0,0.022,207.05,1421.0
A1454,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,analytics for data,5244.0,189.0,29.0,3.0,0.016,242.18,1080.0
A1455,data analytics course,2024-11-05 00:00:00,hyderabad,mobile,data analytics course,4804.0,114.0,14.0,6.0,0.053,249.33,1879.0
A1456,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,data analytics course,5920.0,160.0,30.0,7.0,0.044,201.3,1080.0
A1457,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,data analytics course,5280.0,101.0,18.0,9.0,0.089,234.72,1046.0
A1458,data analytics course,2024-11-07 00:00:00,hyderabad,desktop,online data analytic,3887.0,146.0,26.0,9.0,0.062,206.59,1042.0
A1459,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,data anaytics training,4532.0,128.0,11.0,5.0,0.039,183.28,1571.0
A1460,data analytics course,2024-11-27 00:00:00,hyderabad,mobile,learn data analytics,4125.0,163.0,27.0,5.0,0.031,246.09,1910.0
A1461,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,analytics for data,5571.0,193.0,19.0,8.0,0.041,213.5,1754.0
A1462,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,data analytics course,4309.0,179.0,21.0,7.0,0.039,237.62,1719.0
A1463,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,data anaytics training,5538.0,86.0,22.0,7.0,0.081,223.13,1544.0
A1464,data analytics course,2024-11-01 00:00:00,hyderabad,mobile,data anaytics training,3162.0,92.0,25.0,5.0,0.054,202.76,1577.0
A1465,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,data anaytics training,5811.0,125.0,14.0,4.0,0.032,194.92,1549.8
A1466,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,data analytics course,3112.0,147.0,12.0,8.0,0.054,206.74,1815.0
A1467,data analytics course,2024-11-09 00:00:00,hyderabad,mobile,online data analytic,4492.0,143.0,13.0,3.0,0.021,188.98,1382.2
A1468,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,online data analytic,4516.0,181.0,22.0,8.0,0.044,208.33,1932.0
A1469,data analytics course,2024-11-12 00:00:00,hyderabad,tablet,data analitics online,3872.0,164.0,12.0,5.0,0.03,210.53,1532.0
A1470,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,learn data analytics,4255.0,199.0,14.0,6.0,0.03,212.84,1125.0
A1471,data analytics course,2024-11-30 00:00:00,hyderabad,desktop,analytics for data,4663.0,83.0,12.0,8.0,0.096,229.97,2000.0
A1472,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data anaytics training,5619.0,150.0,23.0,6.0,0.04,191.89,1735.0
A1473,data analytics course,2024-11-09 00:00:00,hyderabad,desktop,data analitics online,5157.0,171.0,24.0,9.0,0.053,183.26,1430.0
A1474,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data anaytics training,4871.0,139.0,25.0,9.0,0.065,211.4,1247.0
A1475,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,data analitics online,5863.0,117.0,24.0,10.0,0.085,224.69,1580.0
A1476,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,data analytics course,3205.0,196.0,24.0,8.0,0.041,188.82,1837.0
A1477,data analytics course,2024-11-26 00:00:00,hyderabad,tablet,data anaytics training,5463.0,184.0,30.0,6.0,0.033,224.58,1565.0
A1478,data analytics course,2024-11-16 00:00:00,hyderabad,tablet,learn data analytics,5667.0,103.0,26.0,8.0,0.078,232.48,1888.0
A1479,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,analytics for data,4666.0,120.0,30.0,3.0,0.025,180.72,1627.0
A1480,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,data anaytics training,3632.0,148.0,28.0,10.0,0.068,214.46,1589.0
A1481,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,learn data analytics,3834.0,80.0,15.0,3.0,0.038,181.22,1270.0
A1482,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,data analitics online,3934.0,168.0,24.0,6.0,0.036,246.09,1592.0
A1483,data analytics course,2024-11-18 00:00:00,hyderabad,desktop,data analytics course,5724.0,136.0,25.0,10.0,0.074,218.37,1268.0
A1484,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,learn data analytics,4763.0,86.0,11.0,8.0,0.093,243.78,1770.0
A1485,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,analytics for data,3095.0,175.0,22.0,4.0,0.023,236.86,1617.0
A1486,data analytics course,2024-11-01 00:00:00,hyderabad,desktop,data analytics course,5554.0,173.0,22.0,4.0,0.023,185.09,1000.0
A1487,data analytics course,2024-11-25 00:00:00,hyderabad,tablet,data anaytics training,3407.0,192.0,29.0,9.0,0.047,223.29,1538.0
A1488,data analytics course,2024-11-04 00:00:00,hyderabad,desktop,analytics for data,4465.0,190.0,28.0,5.0,0.026,241.38,1910.0
A1489,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,online data analytic,3311.0,161.0,16.0,5.0,0.031,221.64,1006.0
A1490,data analytics course,2024-11-01 00:00:00,hyderabad,mobile,learn data analytics,3265.0,197.0,15.0,3.0,0.015,200.4,1882.0
A1491,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,analytics for data,4969.0,80.0,25.0,3.0,0.038,210.7,1146.0
A1492,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,learn data analytics,5368.0,145.0,14.0,4.0,0.028,200.88,1125.0
A1493,data analytics course,2024-11-28 00:00:00,hyderabad,desktop,learn data analytics,5851.0,90.0,22.0,8.0,0.089,232.94,1421.0
A1494,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,data anaytics training,4884.0,109.0,11.0,8.0,0.073,228.13,1680.0
A1495,data analytics course,2024-11-23 00:00:00,hyderabad,desktop,analytics for data,5719.0,130.0,10.0,5.0,0.038,228.66799999999998,1208.0
A1496,data analytics course,2024-11-14 00:00:00,hyderabad,mobile,analytics for data,5828.0,179.0,15.0,4.0,0.022,247.84,1127.0
A1497,data analytics course,2024-11-09 00:00:00,hyderabad,desktop,data anaytics training,4935.0,181.0,15.0,5.0,0.028,239.29,1497.0
A1498,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,online data analytic,4491.0,188.0,24.0,7.0,0.037,201.73,1906.0
A1499,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,data anaytics training,3659.0,139.0,16.0,4.0,0.029,189.09,1892.0
A1500,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,data analytics course,4809.0,99.0,24.0,8.0,0.081,210.6,1411.4
A1501,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,learn data analytics,5844.0,95.0,10.0,9.0,0.095,211.95,1444.0
A1502,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,analytics for data,5559.0,131.0,28.0,5.0,0.038,205.88000000000002,1604.0
A1503,data analytics course,2024-11-23 00:00:00,hyderabad,tablet,data anaytics training,4630.0,190.0,27.0,4.0,0.021,217.6,1900.0
A1504,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,online data analytic,3340.0,123.0,23.0,8.0,0.065,225.16,1563.0
A1505,data analytics course,2024-11-14 00:00:00,hyderabad,tablet,data analitics online,3330.0,97.0,15.0,3.0,0.031,182.98,1102.0
A1506,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,analytics for data,3117.0,164.0,25.0,5.0,0.03,198.53,1749.0
A1507,data analytics course,2024-11-01 00:00:00,hyderabad,tablet,analytics for data,3562.0,134.0,24.0,10.0,0.075,247.59,1295.0
A1508,data analytics course,2024-11-11 00:00:00,hyderabad,mobile,analytics for data,5144.0,117.0,23.0,3.0,0.026,221.76,1338.0
A1509,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,online data analytic,4375.0,168.0,19.0,8.0,0.048,224.67399999999998,1267.0
A1510,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,online data analytic,3328.0,173.0,15.0,10.0,0.058,224.17,1904.0
A1511,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,online data analytic,4336.0,158.0,26.0,9.0,0.057,238.29,1245.0
A1512,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,learn data analytics,5063.0,135.0,22.0,6.0,0.044,195.58,1501.6
A1513,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,data anaytics training,5993.0,182.0,19.0,3.0,0.016,220.946,1254.0
A1514,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,analytics for data,3926.0,83.0,22.0,5.0,0.06,237.07,1667.0
A1515,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,data analitics online,5570.0,85.0,14.0,7.0,0.082,221.73,1292.0
A1516,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,analytics for data,5571.0,98.0,15.0,7.0,0.071,208.4,1890.0
A1517,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,data analytics course,5700.0,151.0,13.0,3.0,0.02,182.27,1255.0
A1518,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,analytics for data,4441.0,122.0,25.0,6.0,0.049,244.38,1492.8
A1519,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,analytics for data,4646.0,84.0,11.0,7.0,0.083,226.32,1596.0
A1520,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,data analytics course,5964.0,127.0,26.0,7.0,0.055,182.01,1490.0
A1521,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,learn data analytics,4725.0,148.0,25.0,3.0,0.02,187.02,1586.0
A1522,data analytics course,2024-11-08 00:00:00,hyderabad,tablet,data analytics course,4230.0,85.0,18.0,8.0,0.094,233.73,1998.0
A1523,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,data anaytics training,3880.0,105.0,19.0,8.0,0.076,246.63,1598.0
A1524,data analytics course,2024-11-13 00:00:00,hyderabad,mobile,online data analytic,3842.0,187.0,28.0,5.0,0.027,214.35,1596.0
A1525,data analytics course,2024-11-15 00:00:00,hyderabad,mobile,online data analytic,3143.0,153.0,12.0,10.0,0.065,244.73,1365.0
A1526,data analytics course,2024-11-26 00:00:00,hyderabad,mobile,data analitics online,5781.0,143.0,21.0,9.0,0.063,208.63,1443.0
A1527,data analytics course,2024-11-26 00:00:00,hyderabad,desktop,data anaytics training,3790.0,183.0,21.0,8.0,0.044,202.48,1215.0
A1528,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,learn data analytics,4250.0,172.0,28.0,7.0,0.041,235.2,1036.0
A1529,data analytics course,2024-11-01 00:00:00,hyderabad,desktop,data analytics course,3800.0,98.0,16.0,3.0,0.031,240.45,1700.0
A1530,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,analytics for data,4675.0,87.0,28.0,6.0,0.069,200.71,1428.0
A1531,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,data anaytics training,5711.0,84.0,13.0,6.0,0.071,216.02,1654.0
A1532,data analytics course,2024-11-18 00:00:00,hyderabad,mobile,learn data analytics,3022.0,151.0,13.0,4.0,0.026,191.35,1133.0
A1533,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,data anaytics training,5407.0,113.0,15.0,9.0,0.08,203.23,1745.0
A1534,data analytics course,2024-11-07 00:00:00,hyderabad,tablet,data analytics course,5095.0,89.0,22.0,4.0,0.045,202.21,1065.0
A1535,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,data anaytics training,3587.0,174.0,10.0,7.0,0.04,217.67,1226.0
A1536,data analytics course,2024-11-24 00:00:00,hyderabad,mobile,analytics for data,5524.0,166.0,25.0,7.0,0.042,205.53,1241.0
A1537,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,data analytics course,3777.0,196.0,20.0,5.0,0.026,246.52,1159.0
A1538,data analytics course,2024-11-28 00:00:00,hyderabad,desktop,data analitics online,3480.0,97.0,22.0,3.0,0.031,233.32,1008.0
A1539,data analytics course,2024-11-23 00:00:00,hyderabad,mobile,data analytics course,4200.0,89.0,23.0,8.0,0.09,200.98,1476.0
A1540,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,learn data analytics,5384.0,130.0,24.0,8.0,0.062,218.6,1943.0
A1541,data analytics course,2024-11-08 00:00:00,hyderabad,desktop,analytics for data,4766.0,103.0,11.0,8.0,0.078,245.34,1488.0
A1542,data analytics course,2024-11-01 00:00:00,hyderabad,desktop,online data analytic,3322.0,138.0,17.0,8.0,0.058,196.83,1460.4
A1543,data analytics course,2024-11-17 00:00:00,hyderabad,desktop,learn data analytics,4625.0,127.0,17.0,3.0,0.024,207.62,1811.0
A1544,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,data analitics online,4689.0,170.0,26.0,6.0,0.035,195.98,1873.0
A1545,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,learn data analytics,3764.0,115.0,20.0,5.0,0.043,197.47,1952.0
A1546,data analytics course,2024-11-14 00:00:00,hyderabad,desktop,analytics for data,3365.0,132.0,17.0,9.0,0.068,198.01,1161.0
A1547,data analytics course,2024-11-11 00:00:00,hyderabad,mobile,online data analytic,3392.0,168.0,15.0,9.0,0.054,230.77,1504.0
A1548,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,online data analytic,5978.0,145.0,30.0,10.0,0.069,223.3,1859.0
A1549,data analytics course,2024-11-24 00:00:00,hyderabad,tablet,data anaytics training,3340.0,163.0,26.0,7.0,0.043,217.35,1751.0
A1550,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,learn data analytics,4407.0,84.0,19.0,10.0,0.119,192.52,1221.0
A1551,data analytics course,2024-11-11 00:00:00,hyderabad,mobile,online data analytic,3180.0,124.0,17.0,6.0,0.048,180.8,1822.0
A1552,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,data analytics course,4947.0,162.0,23.0,6.0,0.037,233.76,1973.0
A1553,data analytics course,2024-11-22 00:00:00,hyderabad,mobile,online data analytic,4480.0,119.0,20.0,3.0,0.025,184.25,1985.0
A1554,data analytics course,2024-11-29 00:00:00,hyderabad,desktop,learn data analytics,5595.0,151.0,24.0,4.0,0.026,246.66,1921.0
A1555,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,data analitics online,4808.0,190.0,16.0,6.0,0.032,199.94,1454.0
A1556,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,learn data analytics,3382.0,138.0,27.0,7.0,0.051,204.12,1386.0
A1557,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,online data analytic,4643.0,100.0,16.0,9.0,0.09,214.46,1179.0
A1558,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,analytics for data,5400.0,187.0,14.0,7.0,0.037,210.0,1945.0
A1559,data analytics course,2024-11-28 00:00:00,hyderabad,mobile,online data analytic,3400.0,176.0,29.0,3.0,0.017,191.5,1429.0
A1560,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,data anaytics training,4223.0,117.0,28.0,6.0,0.051,200.66,1489.0
A1561,data analytics course,2024-11-23 00:00:00,hyderabad,tablet,data analitics online,4079.0,196.0,24.0,8.0,0.041,206.31,1426.0
A1562,data analytics course,2024-11-21 00:00:00,hyderabad,mobile,data anaytics training,3864.0,155.0,12.0,3.0,0.019,222.17,1407.0
A1563,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,data analytics course,3838.0,188.0,15.0,3.0,0.016,240.99,1951.0
A1564,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,data analitics online,5659.0,81.0,25.0,4.0,0.049,222.98,1654.0
A1565,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,data analitics online,4794.0,125.0,28.0,7.0,0.056,220.554,1453.0
A1566,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,data analytics course,5214.0,158.0,21.0,3.0,0.019,222.28,1630.0
A1567,data analytics course,2024-11-03 00:00:00,hyderabad,tablet,data analytics course,5762.0,133.0,10.0,5.0,0.038,196.02,1513.4
A1568,data analytics course,2024-11-25 00:00:00,hyderabad,mobile,analytics for data,5026.0,128.0,15.0,9.0,0.07,239.88,1745.0
A1569,data analytics course,2024-11-16 00:00:00,hyderabad,desktop,analytics for data,3883.0,148.0,30.0,4.0,0.027,181.4,1966.0
A1570,data analytics course,2024-11-30 00:00:00,hyderabad,mobile,data anaytics training,4605.0,92.0,29.0,3.0,0.033,234.69,1264.0
A1571,data analytics course,2024-11-02 00:00:00,hyderabad,desktop,data analytics course,4134.0,147.0,25.0,8.0,0.054,205.83,1728.0
A1572,data analytics course,2024-11-06 00:00:00,hyderabad,mobile,data analitics online,5454.0,136.0,13.0,6.0,0.044,247.7,1687.0
A1573,data analytics course,2024-11-03 00:00:00,hyderabad,mobile,online data analytic,4957.0,132.0,28.0,6.0,0.045,220.43,1218.0
A1574,data analytics course,2024-11-13 00:00:00,hyderabad,tablet,learn data analytics,4460.0,173.0,28.0,3.0,0.017,241.61,1191.0
A1575,data analytics course,2024-11-01 00:00:00,hyderabad,tablet,data analytics course,4747.0,85.0,26.0,5.0,0.059,224.35,1087.0
A1576,data analytics course,2024-11-29 00:00:00,hyderabad,tablet,online data analytic,5874.0,129.0,12.0,5.0,0.039,200.17,1405.0
A1577,data analytics course,2024-11-20 00:00:00,hyderabad,mobile,online data analytic,4730.0,181.0,16.0,4.0,0.022,243.35,1975.0
A1578,data analytics course,2024-11-10 00:00:00,hyderabad,mobile,online data analytic,5341.0,85.0,21.0,6.0,0.071,249.64,1388.0
A1579,data analytics course,2024-11-22 00:00:00,hyderabad,tablet,data anaytics training,4327.0,92.0,14.0,7.0,0.076,188.6,1140.0
A1580,data analytics course,2024-11-09 00:00:00,hyderabad,mobile,data anaytics training,4051.0,192.0,27.0,4.0,0.021,180.82,1847.0
A1581,data analytics course,2024-11-02 00:00:00,hyderabad,tablet,data anaytics training,4484.0,146.0,27.0,9.0,0.062,194.67,1234.0
A1582,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,analytics for data,4311.0,178.0,18.0,4.0,0.022,205.46,1671.0
A1583,data analytics course,2024-11-18 00:00:00,hyderabad,tablet,analytics for data,3009.0,197.0,22.0,9.0,0.046,233.44,1374.0
A1584,data analytics course,2024-11-19 00:00:00,hyderabad,desktop,online data analytic,3110.0,176.0,23.0,5.0,0.028,205.23,1746.0
A1585,data analytics course,2024-11-27 00:00:00,hyderabad,desktop,data anaytics training,3365.0,98.0,27.0,9.0,0.092,224.28,1108.0
A1586,data analytics course,2024-11-09 00:00:00,hyderabad,desktop,learn data analytics,3274.0,105.0,24.0,4.0,0.038,187.89,1360.0
A1587,data analytics course,2024-11-15 00:00:00,hyderabad,desktop,online data analytic,3231.0,113.0,19.0,10.0,0.088,210.13,1234.0
A1588,data analytics course,2024-11-27 00:00:00,hyderabad,tablet,online data analytic,3440.0,160.0,13.0,10.0,0.062,246.53,1217.0
A1589,data analytics course,2024-11-03 00:00:00,hyderabad,desktop,online data analytic,5196.0,88.0,26.0,5.0,0.057,197.32,1438.0
A1590,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,data anaytics training,5321.0,106.0,11.0,7.0,0.066,239.76,1910.0
A1591,data analytics course,2024-11-29 00:00:00,hyderabad,mobile,data analitics online,5841.0,148.0,15.0,7.0,0.047,243.09,1535.0
A1592,data analytics course,2024-11-15 00:00:00,hyderabad,tablet,online data analytic,4660.0,174.0,25.0,5.0,0.029,227.96,1566.0
A1593,data analytics course,2024-11-04 00:00:00,hyderabad,mobile,data anaytics training,5776.0,196.0,30.0,4.0,0.02,227.24,1462.0
A1594,data analytics course,2024-11-23 00:00:00,hyderabad,desktop,learn data analytics,4729.0,128.0,25.0,9.0,0.07,243.45,1782.0
A1595,data analytics course,2024-11-05 00:00:00,hyderabad,tablet,data analytics course,5371.0,163.0,29.0,7.0,0.043,215.89,1906.0
A1596,data analytics course,2024-11-12 00:00:00,hyderabad,mobile,learn data analytics,5268.0,183.0,17.0,5.0,0.027,203.65,1731.0
A1597,data analytics course,2024-11-30 00:00:00,hyderabad,tablet,learn data analytics,5386.0,196.0,23.0,4.0,0.02,224.31,1423.0
A1598,data analytics course,2024-11-13 00:00:00,hyderabad,desktop,analytics for data,4432.0,121.0,25.0,10.0,0.083,218.71,1568.0
A1599,data analytics course,2024-11-08 00:00:00,hyderabad,mobile,online data analytic,3031.0,174.0,25.0,6.0,0.034,242.32,1381.0
A1600,data analytics course,2024-11-21 00:00:00,hyderabad,desktop,analytics for data,5999.0,142.0,27.0,6.0,0.042,214.05,1064.0
A1601,data analytics course,2024-11-09 00:00:00,hyderabad,tablet,analytics for data,3274.0,118.0,10.0,3.0,0.025,222.62,1716.0
A1602,data analytics course,2024-11-10 00:00:00,hyderabad,desktop,online data analytic,5889.0,118.0,17.0,10.0,0.085,193.01,1789.0
A1603,data analytics course,2024-11-25 00:00:00,hyderabad,desktop,analytics for data,5601.0,149.0,15.0,6.0,0.04,222.01,1514.0
A1604,data analytics course,2024-11-19 00:00:00,hyderabad,tablet,data analytics course,4295.0,127.0,26.0,10.0,0.079,212.6,1713.0
A1605,data analytics course,2024-11-24 00:00:00,hyderabad,desktop,data anaytics training,5135.0,195.0,17.0,3.0,0.015,226.37,1360.6
A1606,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,learn data analytics,5233.0,173.0,28.0,7.0,0.04,229.38,1322.0
A1607,data analytics course,2024-11-07 00:00:00,hyderabad,mobile,data anaytics training,5727.0,131.0,28.0,4.0,0.031,218.65,1631.0
A1608,data analytics course,2024-11-22 00:00:00,hyderabad,desktop,analytics for data,4691.0,105.0,21.0,3.0,0.029,213.15,1276.0
A1609,data analytics course,2024-11-16 00:00:00,hyderabad,mobile,analytics for data,3409.0,104.0,19.0,4.0,0.038,207.63,1195.0
